churn;accountlength;internationalplan;voicemailplan;numbervmailmessages;totaldayminutes;totaldaycalls;totaldaycharge;totaleveminutes;totalevecalls;totalevecharge;totalnightminutes;totalnightcalls;totalnightcharge;totalintlminutes;totalintlcalls;totalintlcharge;numbercustomerservicecalls
No;84;no;no;0;1091;114;1855;2314;113;1967;2740;112;1233;96;4;259;0
No;47;no;yes;30;1365;101;2321;1749;74;1487;1464;91;659;109;3;294;2
Yes;128;yes;no;0;1928;96;3278;1366;86;1161;1518;75;683;135;4;365;1
No;39;no;no;0;1790;88;3043;1482;124;126;1468;116;661;88;4;238;2
Yes;76;no;no;0;2938;94;4995;1696;62;1442;1604;103;722;137;9;37;0
No;95;no;no;0;2266;98;3852;885;107;752;1662;105;748;119;3;321;2
Yes;82;no;no;0;3136;110;5331;2632;104;2237;1390;93;626;75;5;203;1
No;167;no;no;0;1305;66;2219;809;102;688;2216;116;997;112;5;302;1
No;104;no;no;0;1868;102;3176;1763;114;1499;2222;84;100;130;3;351;0
No;136;no;no;0;1102;92;1873;2194;109;1865;1881;67;846;123;4;332;2
No;83;no;yes;33;2282;85;3879;2492;114;2118;935;89;421;102;7;275;0
Yes;78;yes;no;0;1766;107;3002;1794;98;1525;1782;80;802;166;5;448;2
No;135;no;yes;45;2414;102;4104;2064;78;1754;1966;104;885;94;6;254;0
No;79;no;no;0;1748;88;2972;1970;94;1675;870;103;392;86;6;232;3
No;133;no;no;0;1718;64;2921;1771;83;1505;2230;96;1004;103;4;278;1
No;76;no;yes;37;1908;58;3244;2219;101;1886;2112;104;95;123;4;332;1
No;216;no;no;0;2123;106;3609;1911;71;1624;2249;79;1012;94;8;254;3
No;73;no;no;0;1590;123;2703;2333;95;1983;1789;155;805;152;3;41;2
No;183;no;yes;38;1784;103;3033;1844;79;1567;2033;94;915;72;3;194;3
No;106;no;no;0;2221;123;3776;2768;92;2353;2135;99;961;90;3;243;0
No;78;no;no;0;2389;96;4061;1961;92;1667;1024;95;461;110;1;297;6
No;109;no;no;0;1018;105;1731;3489;107;2966;2332;150;1049;75;5;203;1
No;90;no;no;0;1900;98;323;1961;111;1667;2164;58;974;80;6;216;2
No;112;no;yes;17;1200;94;204;795;104;676;2140;94;963;87;1;235;1
No;92;no;no;0;1459;90;248;1481;105;1259;2413;93;1086;84;1;227;2
No;35;no;no;0;1798;82;3057;1761;78;1497;1326;85;597;120;5;324;1
No;28;no;no;0;2257;70;3837;2069;90;1759;1679;88;756;138;3;373;1
No;93;no;no;0;1997;109;3395;1142;68;971;2410;109;1085;71;2;192;0
No;26;no;no;0;1500;63;255;2250;90;1913;2023;99;91;92;5;248;3
Yes;33;yes;no;0;2471;114;4201;1465;110;1245;2089;94;94;106;2;286;4
No;120;no;no;0;2157;75;3667;2444;105;2077;2112;91;95;114;5;308;2
No;124;no;no;0;948;102;1612;2389;91;2031;2794;94;1257;116;3;313;2
No;56;no;no;0;793;115;1348;1590;64;1352;2457;99;1106;101;4;273;1
No;39;no;no;0;1572;81;2672;2477;131;2105;2157;141;971;99;9;267;1
No;158;no;no;0;1198;123;2037;2622;122;2229;2198;111;989;124;5;335;1
No;106;no;no;0;1706;116;290;2591;115;2202;2142;111;964;96;13;259;1
No;52;no;yes;24;2291;86;3895;1687;124;1434;2454;75;1104;146;2;394;1
No;112;no;no;0;1351;112;2297;2263;85;1924;1152;108;518;111;6;30;1
No;148;yes;no;0;1368;112;2326;1975;134;1679;932;90;419;103;5;278;2
No;12;no;no;0;2397;112;4075;2211;122;1879;2073;109;933;111;3;30;2
Yes;109;yes;no;0;1596;136;2713;1510;126;1284;1421;53;639;73;4;197;4
No;142;no;yes;38;2312;125;393;1748;121;1486;1712;87;77;124;2;335;4
No;60;no;no;0;2037;95;3463;2126;122;1807;1771;103;797;79;1;213;3
No;141;no;yes;43;1578;122;2683;1323;108;1125;1371;81;617;56;2;151;2
Yes;168;no;no;0;1606;110;273;1852;120;1574;1202;104;541;91;4;246;1
Yes;138;yes;no;0;2611;96;4439;1709;120;1453;711;89;32;0;0;0;3
No;88;no;no;0;1387;92;2358;2058;73;1749;2479;119;1116;98;5;265;1
No;119;no;no;0;2266;126;3852;1436;107;1221;949;123;427;121;5;327;1
No;31;no;no;0;2291;120;3895;1724;79;1465;2436;102;1096;110;4;297;3
No;102;no;no;0;1574;83;2676;473;102;402;1604;92;722;114;5;308;0
Yes;149;no;yes;25;1856;109;3155;1673;89;1422;1716;100;772;107;3;289;1
No;138;no;no;0;2172;73;3692;1908;127;1622;1335;97;601;52;3;14;4
No;118;no;no;0;1831;128;3113;2410;93;2049;2111;108;95;125;4;338;0
No;222;no;yes;34;2185;89;3715;1607;76;1366;1816;76;817;49;5;132;4
No;130;no;no;0;1438;76;2445;2748;103;2336;1947;105;876;123;1;332;0
No;60;no;yes;31;2236;83;3801;2356;77;2003;1530;119;689;47;8;127;4
No;90;no;no;0;1891;104;3215;3139;124;2668;2279;128;1026;82;2;221;1
Yes;140;no;no;0;1430;100;2431;1934;89;1644;595;81;268;123;8;332;4
No;101;no;yes;39;1472;105;2502;1688;96;1435;1653;118;744;130;4;351;1
No;134;no;yes;32;2240;75;3808;975;103;829;2116;80;952;107;5;289;2
Yes;88;yes;no;0;1329;132;2259;2082;82;177;2605;42;1172;144;11;389;2
No;118;no;no;0;1603;110;2725;532;92;452;1307;119;588;105;4;284;0
No;93;no;yes;21;2138;103;3635;2577;72;219;2184;114;983;72;6;194;1
No;232;no;no;0;2482;128;4219;2112;96;1795;1471;117;662;100;6;27;2
No;137;no;yes;25;1746;88;2968;2438;118;2072;2597;103;1169;122;3;329;3
No;3;no;yes;23;2055;102;3494;2095;83;1781;1823;99;82;64;4;173;0
No;137;no;no;0;2091;104;3555;1894;96;161;2144;83;965;148;4;40;3
No;42;no;no;0;2511;81;4269;1783;106;1516;1846;90;831;127;5;343;0
No;58;no;no;0;1876;113;3189;2174;115;1848;1397;92;629;98;5;265;3
No;233;no;no;0;1373;94;2334;2324;87;1975;2060;105;927;98;4;265;1
No;55;no;yes;37;1975;89;3358;2287;141;1944;3134;121;141;197;2;532;1
No;69;no;no;0;2216;88;3767;2318;87;197;2117;116;953;86;9;232;1
No;100;no;no;0;2007;151;3412;2908;127;2472;1867;105;84;102;9;275;1
No;111;no;no;0;2263;82;3847;1789;101;1521;1815;90;817;89;4;24;0
No;86;no;no;0;2128;79;3618;909;145;773;1523;67;685;119;3;321;2
No;105;no;no;0;2133;99;3626;1531;79;1301;2279;98;1026;108;5;292;1
No;111;yes;no;0;1771;102;3011;2491;102;2117;1533;66;69;88;4;238;2
No;75;no;no;0;2292;59;3896;1428;107;1214;2916;109;1312;85;5;23;0
Yes;95;no;yes;24;1294;120;220;1598;68;1358;2144;83;965;126;4;34;4
No;137;no;no;0;2031;97;3453;1320;76;1122;2509;94;1129;92;4;248;4
Yes;116;yes;no;0;2322;98;3947;2447;91;208;1513;69;681;106;1;286;7
No;125;no;no;0;1385;96;2355;1597;117;1357;2127;91;957;77;3;208;2
No;65;no;no;0;1893;74;3218;2053;90;1745;2282;78;1027;85;13;23;3
No;55;no;yes;33;1410;99;2397;2509;109;2133;2846;89;1281;117;3;316;0
No;86;no;no;0;1186;106;2016;2235;115;190;947;12;426;133;1;359;2
Yes;100;no;no;0;2542;97;4321;2620;88;2227;2563;82;1153;136;6;367;0
No;70;no;no;0;1765;85;3001;1192;93;1013;2277;90;1025;87;5;235;1
No;67;no;no;0;2343;111;3983;2064;87;1754;1573;101;708;58;10;157;3
No;50;no;yes;39;1473;75;2504;2448;74;2081;2169;101;976;132;3;356;2
No;42;no;no;0;1710;129;2907;1839;96;1563;1302;90;586;46;6;124;0
No;76;no;yes;40;1779;85;3024;1193;95;1014;1405;83;632;103;1;278;2
No;103;no;yes;34;2406;92;409;2042;99;1736;2970;82;1337;127;9;343;5
No;90;no;no;0;1144;108;1945;2328;150;1979;1981;78;891;89;3;24;0
No;66;no;no;0;1139;112;1936;2718;106;231;2167;95;975;156;3;421;2
No;22;no;no;0;1800;65;306;2070;106;176;1828;111;823;83;6;224;1
Yes;67;no;no;0;1774;102;3016;2152;123;1829;1324;120;596;66;4;178;4
No;147;no;yes;35;1108;123;1884;1992;81;1693;2129;77;958;89;4;24;2
No;57;no;yes;26;1387;99;2358;1345;105;1143;2617;95;1178;130;5;351;2
No;7;no;yes;33;2118;99;3601;1709;110;1453;2442;125;1099;112;4;302;2
No;85;no;no;0;2345;113;3987;2373;116;2017;1227;110;552;129;3;348;4
No;92;no;no;0;2402;86;4083;1076;79;915;1566;121;705;75;4;203;1
No;92;no;no;0;2224;105;3781;1640;129;1394;2333;113;105;99;8;267;1
No;116;no;yes;42;2804;95;4767;1744;101;1482;1900;65;855;99;1;267;3
No;133;no;no;0;1133;137;1926;1602;103;1362;2288;98;103;101;7;273;2
No;134;no;no;0;1070;146;1819;2200;116;187;1498;108;674;72;3;194;2
No;19;no;no;0;1845;131;3137;2013;87;1711;1889;114;85;131;10;354;1
No;66;no;yes;31;1632;106;2774;2679;108;2277;1726;100;777;97;5;262;1
No;65;no;no;0;1938;113;3295;1517;106;1289;2089;94;94;126;3;34;3
No;104;no;no;0;1851;91;3147;2273;115;1932;1985;79;893;127;10;343;2
No;140;no;no;0;1515;106;2576;1757;125;1493;2141;87;963;124;9;335;3
No;102;no;no;0;1437;82;2443;1709;83;1453;3109;112;1399;98;1;265;2
Yes;101;yes;no;0;1695;117;2882;2120;111;1802;2040;120;918;97;1;262;0
No;62;no;no;0;2113;100;3592;2284;91;1941;2171;77;977;63;5;17;0
No;115;no;yes;37;1841;67;313;1594;104;1355;1933;121;87;133;3;359;0
No;111;no;yes;33;1540;122;2618;2073;123;1762;1862;105;838;108;8;292;1
No;119;no;no;0;2094;125;356;2863;91;2434;2086;73;939;81;4;219;2
No;121;no;no;0;1663;114;2827;1388;130;118;2153;108;969;104;10;281;2
No;108;no;no;0;1086;128;1846;3252;97;2764;1736;67;781;93;6;251;0
No;63;no;yes;25;2303;82;3915;1656;96;1408;2277;125;1025;90;2;243;1
No;59;no;yes;46;2001;44;3402;1260;78;1071;1463;123;658;106;5;286;1
No;82;no;no;0;1792;95;3046;2289;95;1946;1877;100;845;132;2;356;1
No;126;no;no;0;2616;83;4447;1929;133;164;2469;50;1111;73;3;197;4
No;110;no;no;0;1295;94;2202;926;96;787;1543;110;694;99;5;267;3
No;85;no;no;0;1640;111;2788;2294;108;195;2207;105;993;93;2;251;1
No;46;no;no;0;2307;117;3922;1862;84;1583;1822;109;82;92;4;248;2
No;44;no;no;0;2072;90;3522;1786;76;1518;1820;74;819;0;0;0;0
No;171;no;no;0;1719;99;2922;2492;95;2118;1749;81;787;125;4;338;1
No;88;no;yes;37;1817;88;3089;2374;106;2018;2091;111;941;95;5;257;2
No;169;no;no;0;2407;119;4092;1411;102;1199;1206;56;543;77;2;208;2
No;48;no;no;0;1982;108;3369;1810;70;1539;2389;86;1075;121;2;327;1
No;65;no;no;0;960;95;1632;1170;82;995;1729;114;778;67;3;181;3
No;81;no;no;0;1652;109;2808;1706;96;145;2050;74;923;99;4;267;0
No;53;no;no;0;1715;75;2916;2245;111;1908;1874;84;843;97;6;262;1
No;72;no;yes;27;1117;68;1899;2528;106;2149;2555;109;115;78;4;211;1
No;100;no;no;0;1527;98;2596;2124;73;1805;2645;90;119;79;3;213;2
No;82;no;no;0;1947;105;331;2109;100;1793;2369;143;1066;116;3;313;3
No;71;no;no;0;1199;108;2038;2407;82;2046;1511;124;68;81;7;219;3
No;103;no;no;0;2229;129;3789;2050;87;1743;1413;99;636;99;2;267;1
No;87;no;no;0;2107;46;3582;2156;116;1833;1704;79;767;132;3;356;1
Yes;116;no;no;0;2546;107;4328;2494;89;212;2296;77;1033;90;18;243;2
No;140;no;no;0;2650;100;4505;1476;89;1255;2477;94;1115;107;3;289;1
No;93;no;no;0;1723;135;2929;3187;95;2709;1315;104;592;115;4;311;3
No;90;no;no;0;2591;140;4405;1240;119;1054;1883;79;847;128;3;346;0
No;130;no;no;0;2114;91;3594;1910;62;1624;2073;109;933;116;3;313;1
No;121;yes;no;0;1759;87;299;2253;114;1915;1562;113;703;104;3;281;2
Yes;47;yes;no;0;1350;108;2295;1763;111;1499;1446;96;651;105;1;284;1
No;94;yes;yes;39;1155;90;1964;1225;99;1041;1977;110;89;70;3;189;0
No;76;no;no;0;1930;82;3281;2008;109;1707;1359;79;612;144;3;389;0
No;69;no;no;0;1674;105;2846;1215;142;1033;2093;83;942;160;2;432;1
No;117;no;yes;35;1907;100;3242;2097;107;1782;2025;101;911;124;5;335;1
Yes;70;no;no;0;3255;128;5534;3003;105;2553;1998;93;899;57;7;154;1
No;130;no;no;0;1390;98;2363;1202;116;1022;1604;113;722;145;2;392;3
No;109;no;yes;40;1559;110;265;1612;99;137;2292;81;1031;115;13;311;0
No;115;no;no;0;1821;97;3096;2311;76;1964;2462;103;1108;150;2;405;0
No;114;no;no;0;1398;152;2377;2159;76;1835;969;111;436;79;10;213;2
No;135;no;no;0;1127;123;1916;2800;90;238;2519;110;1134;104;2;281;0
No;79;no;yes;31;1732;98;2944;1495;123;1271;2457;91;1106;115;7;311;1
No;123;no;no;0;2256;102;3835;2258;56;1919;1867;128;84;67;2;181;1
No;112;yes;no;0;1957;123;3327;1419;124;1206;1364;72;614;79;6;213;1
No;57;no;no;0;2140;100;3638;2099;80;1784;1051;112;473;113;1;305;0
No;143;no;no;0;2717;67;4619;1891;155;1607;1011;55;455;172;5;464;1
No;107;no;no;0;2577;98;4381;1565;84;133;1044;123;47;98;3;265;1
Yes;103;yes;no;0;1332;90;2264;2368;70;2013;2141;120;963;125;2;338;1
Yes;157;no;no;0;2487;113;4228;2518;79;214;2627;46;1182;75;3;203;5
No;120;no;no;0;1808;93;3074;1901;82;1616;1923;66;865;105;7;284;2
No;81;yes;yes;32;2290;80;3893;2210;113;1879;2914;91;1311;124;5;335;1
Yes;136;no;no;0;2763;94;4697;2260;125;1921;2214;87;996;72;1;194;1
No;83;no;yes;37;1331;117;2263;1714;89;1457;2181;92;981;109;4;294;3
No;137;no;no;0;2483;63;4221;2504;108;2128;1591;94;716;96;4;259;1
No;93;no;yes;37;2304;95;3917;1555;89;1322;1790;90;806;104;9;281;3
No;103;no;no;0;1858;118;3159;868;84;738;2084;115;938;107;9;289;1
No;96;no;no;0;1839;88;3126;1092;86;928;1902;78;856;166;7;448;2
No;77;yes;no;0;1329;86;2259;1681;121;1429;1963;102;883;78;3;211;0
No;128;no;no;0;2210;109;3757;2190;107;1862;2294;113;1032;86;5;232;3
No;116;no;no;0;1790;81;3043;2000;116;170;1686;74;759;158;7;427;1
No;96;yes;no;0;1888;119;321;2169;100;1844;2085;116;938;58;3;157;3
Yes;60;yes;yes;45;1356;101;2305;949;73;807;1540;118;693;98;3;265;4
No;105;yes;yes;31;1725;103;2933;1136;102;966;2616;104;1177;108;4;292;2
No;123;no;no;0;1326;100;2254;1988;102;169;1689;105;76;0;0;0;1
No;84;no;no;0;1277;81;2171;1884;84;1601;2600;125;117;47;6;127;1
No;107;no;no;0;1563;75;2657;2153;93;183;1182;115;532;88;2;238;1
Yes;86;no;no;0;2346;102;3988;2683;109;2281;1956;102;88;116;4;313;1
No;115;no;no;0;2021;95;3436;2316;89;1969;2146;165;966;131;7;354;1
No;128;no;yes;40;2722;112;4627;2399;111;2039;2573;124;1158;116;2;313;1
No;97;no;no;0;2452;109;4168;1655;152;1407;1592;96;716;91;8;246;1
No;90;no;no;0;2076;82;3529;1933;105;1643;1497;68;674;112;6;302;1
No;22;no;no;0;2229;97;3789;1726;91;1467;1876;99;844;101;3;273;1
Yes;121;no;no;0;2738;96;4655;2631;106;2236;2015;83;907;108;3;292;1
No;169;no;no;0;1928;98;3278;2732;125;2322;2663;102;1198;114;6;308;2
No;83;no;no;0;2687;81;4568;1455;100;1237;1856;86;835;94;6;254;0
No;87;no;yes;48;1788;91;304;2468;106;2098;2624;119;1181;90;8;243;1
No;126;no;yes;24;1973;82;3354;1676;51;1425;2220;89;999;74;3;20;1
No;61;no;yes;36;2339;97;3976;1756;133;1493;1770;83;797;95;4;257;1
No;90;yes;no;0;2071;87;3521;2085;87;1772;1460;95;657;44;5;119;2
No;131;no;no;0;1368;84;2326;1794;81;1525;2352;151;1058;50;3;135;2
No;89;no;no;0;1594;126;271;2070;108;176;1416;121;637;111;4;30;1
No;71;no;no;0;1121;122;1906;1579;86;1342;2716;104;1222;111;5;30;0
No;166;no;no;0;2386;117;4056;2428;73;2064;2033;130;915;100;8;27;4
No;146;yes;no;0;1635;85;278;2248;149;1911;2531;116;1139;98;4;265;1
No;90;yes;no;0;1272;94;2162;2211;108;1879;1107;106;498;112;3;302;2
No;59;no;no;0;1458;95;2479;2283;81;1941;2475;87;1114;96;5;259;0
No;25;no;no;0;2501;108;4252;2219;97;1886;2085;84;938;111;3;30;2
No;124;no;no;0;2342;110;3981;1990;121;1692;2464;135;1109;71;4;192;0
No;105;no;no;0;1015;83;1726;1938;83;1647;2143;113;964;117;4;316;3
No;143;no;yes;26;1196;133;2033;2470;136;210;2273;54;1023;130;3;351;1
No;162;no;no;0;2219;66;3772;1127;109;958;1765;141;794;107;6;289;1
No;56;no;no;0;1582;85;2689;1979;91;1682;1599;133;72;77;7;208;1
No;105;no;no;0;1932;139;3284;2603;104;2213;2264;133;1019;78;2;211;1
No;73;no;yes;33;2177;108;3701;2457;106;2088;2429;100;1093;88;6;238;1
No;54;no;no;0;1998;94;3397;3080;112;2618;1626;99;732;101;4;273;0
No;98;no;no;0;1719;77;2922;2353;90;200;1403;125;631;146;4;394;2
Yes;100;no;yes;31;677;67;1151;1471;116;125;2883;103;1297;123;2;332;6
No;107;no;no;0;2282;90;3879;2142;123;1821;1831;79;824;105;4;284;4
No;167;no;no;0;1915;93;3256;1638;76;1392;1891;103;851;141;9;381;1
No;49;no;no;0;1715;86;2916;1888;85;1605;1551;82;698;85;2;23;2
No;34;no;no;0;1511;92;2569;2117;86;1799;2058;72;926;98;4;265;0
No;109;no;no;0;1343;99;2283;2039;103;1733;2977;91;134;76;2;205;3
No;109;no;no;0;1178;64;2003;2162;84;1838;1484;59;668;109;5;294;1
No;39;no;no;0;1812;71;308;3449;108;2932;2136;145;961;121;2;327;3
No;90;no;no;0;1523;91;2589;1650;120;1403;2943;73;1324;90;3;243;2
No;114;no;no;0;2044;91;3475;2396;136;2037;2350;64;1058;115;3;311;2
No;113;no;no;0;2839;98;4826;1371;91;1165;1590;110;715;113;5;305;2
No;19;no;yes;29;1427;94;2426;1299;60;1104;1653;65;744;100;4;27;0
No;94;no;no;0;1454;92;2472;1728;103;1469;1839;43;828;93;3;251;2
No;69;no;no;0;2117;94;3599;2361;124;2007;2527;90;1137;72;2;194;4
No;90;no;no;0;1926;129;3274;1916;100;1629;2031;105;914;114;2;308;3
No;48;no;no;0;520;60;884;1320;79;1122;1858;85;836;123;2;332;2
No;122;no;yes;30;2377;94;4041;1547;91;1315;2231;98;1004;95;3;257;1
No;123;no;yes;31;2036;108;3461;1569;112;1334;2362;114;1063;120;5;324;1
No;81;no;no;0;1924;79;3271;2127;106;1808;2448;83;1102;83;5;224;1
No;43;no;no;0;2125;88;3613;2741;145;233;1946;52;876;86;6;232;0
No;25;no;no;0;1144;114;1945;2011;97;1709;2384;121;1073;116;4;313;3
No;170;no;no;0;2228;82;3788;1482;105;126;2311;75;104;133;5;359;1
No;129;no;no;0;2077;75;3531;1913;116;1626;2267;98;102;116;6;313;2
No;82;no;yes;23;2494;117;424;1958;100;1664;1622;94;73;123;2;332;1
No;132;no;yes;33;1579;84;2684;1639;109;1393;2154;87;969;115;3;311;3
Yes;42;no;no;0;1379;160;2344;2349;107;1997;1666;70;75;143;3;386;5
No;8;no;no;0;1760;97;2992;2342;136;1991;1935;134;871;85;5;23;1
No;145;no;no;0;1588;120;270;3521;145;2993;1776;140;799;62;6;167;2
No;131;no;no;0;2340;117;3978;2094;143;178;2588;105;1165;98;3;265;1
No;105;no;no;0;1323;105;2249;1445;89;1228;1955;127;88;54;3;146;0
No;90;no;yes;32;2766;76;4702;1383;90;1176;2796;88;1258;68;3;184;3
Yes;124;no;no;0;1082;92;1839;2143;83;1822;1855;155;835;132;11;356;4
No;82;no;no;0;1560;94;2652;2956;118;2513;1969;84;886;143;3;386;0
No;76;no;no;0;2085;124;3545;1730;117;1471;2211;95;995;98;3;265;0
No;98;no;no;0;2434;88;4138;1471;155;125;1564;80;704;97;4;262;2
Yes;80;yes;no;0;2754;89;4682;1867;66;1587;2013;87;906;94;2;254;0
No;57;no;no;0;1981;89;3368;2142;105;1821;1095;106;493;70;3;189;1
No;137;no;no;0;1098;112;1867;2235;88;190;2475;96;1114;178;2;481;1
No;87;no;no;0;1205;99;2049;2100;81;1785;2247;141;1011;86;2;232;2
Yes;131;no;no;0;2566;96;4362;2252;113;1914;1902;91;856;111;3;30;1
Yes;158;yes;no;0;2000;98;340;2054;106;1746;3237;96;1457;89;2;24;0
No;116;no;no;0;858;88;1459;1158;112;984;1959;91;882;110;2;297;1
No;136;no;yes;19;1740;96;2958;2172;126;1846;2203;97;991;114;3;308;1
No;149;no;no;0;2214;95;3764;1987;63;1689;1062;70;478;100;3;27;1
No;108;no;no;0;1331;52;2263;2563;103;2179;2472;118;1112;119;3;321;3
No;25;no;no;0;1952;77;3318;1934;81;1644;2318;59;1043;122;4;329;2
No;104;no;no;0;2464;108;4189;2055;102;1747;2081;125;936;141;8;381;2
No;25;no;no;0;1992;80;3386;1232;84;1047;823;77;37;96;4;259;2
No;140;no;yes;24;2354;92;4002;1609;71;1368;2119;99;954;89;2;24;3
No;46;yes;yes;27;1709;73;2905;1847;77;157;1308;94;589;61;7;165;2
No;106;no;no;0;1559;90;265;1980;101;1683;1891;95;851;80;2;216;2
No;81;no;yes;43;1024;102;1741;2253;104;1915;1823;97;82;71;5;192;2
No;33;no;no;0;2005;117;3409;1599;111;1359;1962;84;883;163;6;44;3
No;77;no;yes;32;1922;101;3267;1654;84;1406;2302;129;1036;80;6;216;1
No;87;no;yes;28;2027;124;3446;2489;98;2116;1847;50;831;147;6;397;1
Yes;72;no;yes;38;843;116;1433;2672;127;2271;1677;75;755;83;6;224;4
No;45;no;yes;18;1680;127;2856;1555;76;1322;1527;127;687;118;5;319;0
No;41;yes;yes;31;2781;86;4728;2681;103;2279;2415;77;1087;113;4;305;0
No;122;no;no;0;1283;89;2181;2377;62;202;1666;128;75;112;5;302;1
No;92;no;yes;21;2278;107;3873;1564;70;1329;2597;72;1169;124;3;335;0
Yes;65;yes;no;0;548;74;932;2398;93;2038;2144;91;965;134;5;362;1
No;57;no;yes;24;1402;102;2383;1701;107;1446;1437;102;647;140;1;378;1
Yes;127;no;no;0;2712;110;461;2135;80;1815;2018;102;908;132;4;356;0
No;121;no;no;0;1800;116;306;1964;112;1669;2803;95;1261;101;5;273;2
No;117;no;no;0;1898;122;3227;2356;94;2003;2708;120;1219;127;2;343;1
No;37;no;no;0;2573;117;4374;1345;92;1143;3062;102;1378;82;5;221;3
No;162;no;no;0;1033;93;1756;2106;87;179;1872;118;842;114;6;308;1
No;193;no;no;0;2081;115;3538;1780;104;1513;1959;95;882;124;9;335;3
No;80;no;no;0;1951;65;3317;2140;80;1819;1244;96;56;92;6;248;2
No;176;no;no;0;1626;97;2764;2278;107;1936;2188;92;985;113;4;305;1
No;76;no;no;0;1684;74;2863;1610;83;1369;1474;117;663;80;4;216;1
No;89;no;yes;24;1978;84;3363;2232;117;1897;2017;132;908;57;4;154;1
No;128;no;no;0;2124;118;3611;1486;108;1263;2148;98;967;98;5;265;1
No;138;no;no;0;637;114;1083;2122;132;1804;2476;114;1114;88;4;238;0
No;90;no;no;0;1938;90;3295;2066;98;1756;1533;120;69;101;9;273;3
No;57;no;yes;25;1440;81;2448;1872;112;1591;1586;122;714;85;6;23;3
No;177;no;yes;29;1890;91;3213;3031;96;2576;1636;116;736;157;1;424;3
No;67;no;yes;33;1275;126;2168;2961;129;2517;2009;91;904;130;3;351;1
No;98;no;yes;23;1689;98;2871;2263;117;1924;1655;96;745;143;3;386;0
No;140;no;no;0;2047;100;348;1268;107;1078;2028;115;913;121;4;327;2
No;43;no;no;0;2035;125;346;1164;92;989;1844;118;83;136;5;367;1
No;133;no;no;0;2268;87;3856;1279;93;1087;1601;89;72;92;3;248;0
No;166;no;yes;26;1521;114;2586;893;67;759;1946;111;876;75;6;203;0
No;86;no;no;0;1391;95;2365;1462;82;1243;1868;120;841;118;5;319;2
No;117;no;no;0;1505;121;2559;3451;132;2933;1839;97;828;83;2;224;0
No;86;no;no;0;2319;73;3942;1659;123;141;2257;86;1016;115;3;311;3
No;74;no;no;0;2071;79;3521;1820;100;1547;2337;73;1052;74;8;20;1
Yes;178;no;no;0;2254;104;3832;1107;90;941;1341;109;603;153;5;413;2
No;95;no;yes;45;1164;115;1979;2837;123;2411;2852;103;1283;128;4;346;1
No;85;no;no;0;1957;104;3327;1829;121;1555;3247;110;1461;86;9;232;0
No;81;no;no;0;794;99;135;1447;90;123;2047;114;921;91;5;246;0
Yes;41;no;no;0;1029;114;1749;1079;119;917;2776;99;1249;110;4;297;6
No;217;no;no;0;997;74;1695;1831;97;1556;2203;73;991;144;4;389;0
No;79;no;no;0;2134;107;3628;1762;82;1498;1801;125;81;79;4;213;0
No;15;no;no;0;1851;103;3147;1938;148;1647;3052;79;1373;132;6;356;5
No;96;no;no;0;1665;101;2831;783;108;666;2219;112;999;115;10;311;3
No;140;no;no;0;2201;100;3742;1822;112;1549;2503;98;1126;116;8;313;1
No;102;yes;no;0;784;117;1333;2147;113;1825;1195;75;538;72;5;194;0
No;67;no;no;0;1028;93;1748;1378;91;1171;1589;110;715;89;5;24;1
Yes;136;yes;yes;22;1603;115;2725;2732;88;2322;2032;89;914;117;2;316;0
No;105;no;no;0;1813;134;3082;1360;84;1156;2712;122;122;103;3;278;1
Yes;38;no;no;0;2811;113;4779;2361;82;2007;2301;60;1035;109;3;294;1
No;91;no;no;0;1725;56;2933;2765;70;235;1809;90;814;69;2;186;3
Yes;110;no;no;0;2513;91;4272;2072;95;1761;2490;70;1121;129;2;348;1
No;74;no;no;0;1419;103;2412;2010;110;1709;2112;117;95;109;11;294;1
No;79;no;yes;30;1480;96;2516;1496;128;1272;2203;99;991;97;5;262;3
Yes;114;yes;no;0;2007;72;3412;2712;79;2305;1882;97;847;134;7;362;2
No;44;no;no;0;2383;83;4051;1937;112;1646;1677;79;755;94;6;254;5
No;107;no;no;0;2201;103;3742;2004;94;1703;2726;147;1227;74;5;20;2
No;104;no;yes;15;1247;99;212;1883;108;1601;2086;95;939;80;3;216;0
No;98;no;no;0;1470;101;2499;2025;89;1721;2508;97;1129;92;3;248;1
No;60;no;no;0;1942;107;3301;1740;107;1479;893;83;402;112;2;302;2
No;138;no;yes;33;2149;91;3653;2887;97;2454;2627;64;1182;81;2;219;0
Yes;89;no;no;0;2698;94;4587;2270;125;193;2122;135;955;47;6;127;1
No;22;no;yes;29;1512;147;257;2032;135;1727;2961;98;1332;111;2;30;2
No;69;no;no;0;1113;110;1892;2268;107;1928;1876;66;844;102;12;275;1
No;106;no;no;0;2738;120;4655;1493;104;1269;1939;127;873;112;3;302;0
No;104;no;no;0;1426;88;2424;854;96;726;2464;80;1109;140;4;378;1
No;174;no;no;0;1780;49;3026;1415;83;1203;2651;114;1193;62;5;167;3
No;127;no;yes;33;1805;94;3069;2419;107;2056;2254;113;1014;74;2;20;1
No;2;no;yes;27;1417;125;2409;1607;136;1366;1703;81;766;93;2;251;1
Yes;91;no;no;0;2893;73;4918;1798;86;1528;1867;94;84;64;7;173;1
No;34;no;yes;26;1934;91;3288;1983;94;1686;2572;94;1157;95;5;257;2
